CONGLOME,VIVIENDA,HOGAR,CODPERSO,GENERO,EDAD,FACTOR_EXPANSION,NIVEL_EDUCATIVO,TIENE_BILLETERA,USA_BILLETERA,TIENE_BILLETERA_ALT_E10,TIENE_BILLETERA_ALT_E6,USA_BILLETERA_ALT_H6,BANCO_PREVIO,FORMAL,OCUPADO,UBIGEO,ESTRATO,DOMINIO,INTERNET_HOGAR,SMARTPHONE,INGHOG2D,GASHOG2D,MIEPERHO,POBREZA,INGRESO_PC,DPTO
15647,107,11,1,1,47,46.4141311645508,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40103,1,6,0,1,67042.4296875,34751.40625,2,3,33521.21484375,04
15647,107,11,2,2,74,46.4141311645508,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40103,1,6,0,1,67042.4296875,34751.40625,2,3,33521.21484375,04
15647,168,11,1,2,71,46.4141311645508,11.0,0,0,1.0,0.0,1.0,1,0,0.0,40103,1,6,1,1,95745.0,92886.5859375,2,3,47872.5,04
15647,168,11,2,1,73,46.4141311645508,11.0,0,0,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,95745.0,92886.5859375,2,3,47872.5,04
15647,168,11,3,2,50,46.4141311645508,5.0,0,0,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,95745.0,92886.5859375,2,3,47872.5,04
15647,207,11,1,2,53,46.4141311645508,8.0,1,1,1.0,0.0,1.0,1,1,1.0,40103,1,6,1,1,68225.0078125,62042.51953125,5,3,13645.0015625,04
15647,207,11,2,2,27,46.4141311645508,9.0,0,0,1.0,0.0,1.0,1,0,0.0,40103,1,6,1,1,68225.0078125,62042.51953125,5,3,13645.0015625,04
15647,207,11,3,2,21,46.4141311645508,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,68225.0078125,62042.51953125,5,3,13645.0015625,04
15647,207,11,4,2,18,46.4141311645508,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40103,1,6,1,1,68225.0078125,62042.51953125,5,3,13645.0015625,04
15647,207,11,5,2,16,46.4141311645508,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40103,1,6,1,1,68225.0078125,62042.51953125,5,3,13645.0015625,04
15648,9,11,1,1,55,25.5374279022217,8.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,51062.2265625,67641.5546875,4,3,12765.556640625,04
15648,9,11,2,2,56,25.5374279022217,10.0,0,1,1.0,0.0,1.0,1,0,0.0,40129,1,6,1,1,51062.2265625,67641.5546875,4,3,12765.556640625,04
15648,9,11,3,2,17,25.5374279022217,6.0,0,0,0.0,0.0,0.0,0,0,0.0,40129,1,6,1,1,51062.2265625,67641.5546875,4,3,12765.556640625,04
15648,9,11,4,2,63,25.5374279022217,4.0,0,0,1.0,1.0,1.0,0,0,0.0,40129,1,6,1,1,51062.2265625,67641.5546875,4,3,12765.556640625,04
15648,24,11,1,2,66,25.5374279022217,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,338811.96875,85973.046875,3,3,112937.32291666667,04
15648,24,11,2,1,34,25.5374279022217,11.0,0,1,1.0,0.0,1.0,1,1,1.0,40129,1,6,1,1,338811.96875,85973.046875,3,3,112937.32291666667,04
15648,24,11,3,1,32,25.5374279022217,11.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,338811.96875,85973.046875,3,3,112937.32291666667,04
15648,38,11,1,1,28,25.5374279022217,10.0,1,1,0.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,24159.0,31542.353515625,2,3,12079.5,04
15648,38,11,2,2,27,25.5374279022217,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,24159.0,31542.353515625,2,3,12079.5,04
15648,58,11,1,1,59,25.5374279022217,9.0,0,1,1.0,0.0,0.0,1,0,1.0,40129,1,6,1,1,68046.3359375,42713.6640625,4,3,17011.583984375,04
15648,58,11,2,1,32,25.5374279022217,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,68046.3359375,42713.6640625,4,3,17011.583984375,04
15648,58,11,3,1,31,25.5374279022217,8.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,68046.3359375,42713.6640625,4,3,17011.583984375,04
15648,58,11,4,2,86,25.5374279022217,4.0,0,0,1.0,1.0,1.0,0,0,0.0,40129,1,6,1,1,68046.3359375,42713.6640625,4,3,17011.583984375,04
15648,67,11,1,1,55,25.5374279022217,11.0,0,1,1.0,0.0,1.0,1,1,1.0,40129,1,6,1,1,315794.0,111748.625,4,3,78948.5,04
15648,67,11,2,2,56,25.5374279022217,11.0,0,1,1.0,0.0,1.0,1,1,1.0,40129,1,6,1,1,315794.0,111748.625,4,3,78948.5,04
15648,67,11,3,2,27,25.5374279022217,11.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,315794.0,111748.625,4,3,78948.5,04
15648,67,11,4,2,22,25.5374279022217,9.0,0,0,1.0,0.0,1.0,1,0,0.0,40129,1,6,1,1,315794.0,111748.625,4,3,78948.5,04
15648,83,11,1,1,59,25.5374279022217,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,172301.90625,118054.78125,6,3,28716.984375,04
15648,83,11,2,2,61,25.5374279022217,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,172301.90625,118054.78125,6,3,28716.984375,04
15648,83,11,3,2,25,25.5374279022217,9.0,0,0,0.0,0.0,0.0,0,0,0.0,40129,1,6,1,1,172301.90625,118054.78125,6,3,28716.984375,04
15648,83,11,4,1,21,25.5374279022217,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40129,1,6,1,1,172301.90625,118054.78125,6,3,28716.984375,04
15648,83,11,5,2,31,25.5374279022217,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,1,172301.90625,118054.78125,6,3,28716.984375,04
15648,83,11,6,2,1,25.5374279022217,,0,0,,,,0,0,,40129,1,6,1,1,172301.90625,118054.78125,6,3,28716.984375,04
15648,128,11,1,2,76,25.5374279022217,10.0,1,0,1.0,0.0,1.0,1,0,0.0,40129,1,6,1,1,31080.896484375,33261.0,1,3,31080.896484375,04
15648,142,11,1,1,57,25.5374279022217,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,0,26508.0,47037.7265625,3,3,8836.0,04
15648,142,11,2,2,59,25.5374279022217,7.0,1,1,1.0,0.0,1.0,1,0,1.0,40129,1,6,1,0,26508.0,47037.7265625,3,3,8836.0,04
15648,142,11,3,1,30,25.5374279022217,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40129,1,6,1,0,26508.0,47037.7265625,3,3,8836.0,04
15649,19,11,1,1,55,211.909896850586,6.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,87292.390625,51159.14453125,5,3,17458.478125,04
15649,19,11,2,1,28,211.909896850586,8.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,87292.390625,51159.14453125,5,3,17458.478125,04
15649,19,11,3,2,19,211.909896850586,9.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,87292.390625,51159.14453125,5,3,17458.478125,04
15649,19,11,4,2,49,211.909896850586,6.0,1,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,87292.390625,51159.14453125,5,3,17458.478125,04
15649,19,11,5,2,54,211.909896850586,4.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,1,1,87292.390625,51159.14453125,5,3,17458.478125,04
15649,32,11,1,1,56,211.909896850586,6.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,26989.8984375,27289.6875,3,3,8996.6328125,04
15649,32,11,2,2,55,211.909896850586,4.0,0,0,1.0,1.0,1.0,0,0,0.0,40104,1,6,0,1,26989.8984375,27289.6875,3,3,8996.6328125,04
15649,32,11,3,1,20,211.909896850586,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,0,1,26989.8984375,27289.6875,3,3,8996.6328125,04
15649,45,11,1,1,54,211.909896850586,7.0,1,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,64921.89453125,44199.58984375,7,3,9274.556361607143,04
15649,45,11,2,2,55,211.909896850586,9.0,1,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,64921.89453125,44199.58984375,7,3,9274.556361607143,04
15649,45,11,3,2,28,211.909896850586,10.0,1,1,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,64921.89453125,44199.58984375,7,3,9274.556361607143,04
15649,45,11,4,2,29,211.909896850586,9.0,0,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,64921.89453125,44199.58984375,7,3,9274.556361607143,04
15649,45,11,5,1,33,211.909896850586,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40104,1,6,1,1,64921.89453125,44199.58984375,7,3,9274.556361607143,04
15649,45,11,6,2,8,211.909896850586,3.0,0,0,,,,0,0,,40104,1,6,1,1,64921.89453125,44199.58984375,7,3,9274.556361607143,04
15649,45,11,7,2,2,211.909896850586,,0,0,,,,0,0,,40104,1,6,1,1,64921.89453125,44199.58984375,7,3,9274.556361607143,04
15649,82,11,1,1,75,211.909896850586,4.0,0,0,1.0,0.0,1.0,1,0,1.0,40104,1,6,1,1,43454.73828125,29460.41796875,2,3,21727.369140625,04
15649,82,11,2,2,62,211.909896850586,5.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,1,1,43454.73828125,29460.41796875,2,3,21727.369140625,04
15649,96,11,1,2,70,211.909896850586,3.0,0,0,1.0,1.0,1.0,0,0,1.0,40104,1,6,0,1,8254.5390625,8081.2001953125,1,3,8254.5390625,04
15650,14,11,1,2,58,281.179779052734,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40102,1,6,0,1,26634.251953125,22174.201171875,2,3,13317.1259765625,04
15650,14,11,2,1,26,281.179779052734,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40102,1,6,0,1,26634.251953125,22174.201171875,2,3,13317.1259765625,04
15650,31,11,1,1,68,281.179779052734,5.0,1,0,1.0,0.0,1.0,1,0,1.0,40102,1,6,0,1,27666.1015625,29015.39453125,5,3,5533.2203125,04
15650,31,11,2,2,60,281.179779052734,3.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,0,1,27666.1015625,29015.39453125,5,3,5533.2203125,04
15650,31,11,3,1,39,281.179779052734,5.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,0,1,27666.1015625,29015.39453125,5,3,5533.2203125,04
15650,31,11,4,1,24,281.179779052734,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40102,1,6,0,1,27666.1015625,29015.39453125,5,3,5533.2203125,04
15650,31,11,5,1,26,281.179779052734,7.0,0,1,1.0,0.0,1.0,1,0,0.0,40102,1,6,0,1,27666.1015625,29015.39453125,5,3,5533.2203125,04
15650,64,11,1,2,63,281.179779052734,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,0,1,16375.0,11196.572265625,4,2,4093.75,04
15650,64,11,2,1,63,281.179779052734,5.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,0,1,16375.0,11196.572265625,4,2,4093.75,04
15650,64,11,3,1,37,281.179779052734,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40102,1,6,0,1,16375.0,11196.572265625,4,2,4093.75,04
15650,64,11,4,2,29,281.179779052734,7.0,0,0,1.0,1.0,1.0,1,0,0.0,40102,1,6,0,1,16375.0,11196.572265625,4,2,4093.75,04
15650,81,11,1,2,20,281.179779052734,6.0,0,1,1.0,0.0,1.0,1,0,0.0,40102,1,6,0,1,12531.8515625,13914.9482421875,1,3,12531.8515625,04
15650,115,11,1,1,52,281.179779052734,8.0,0,0,1.0,1.0,1.0,0,1,1.0,40102,1,6,1,1,93994.1953125,70206.7578125,6,3,15665.69921875,04
15650,115,11,2,2,55,281.179779052734,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40102,1,6,1,1,93994.1953125,70206.7578125,6,3,15665.69921875,04
15650,115,11,3,1,29,281.179779052734,10.0,1,1,0.0,0.0,1.0,1,1,1.0,40102,1,6,1,1,93994.1953125,70206.7578125,6,3,15665.69921875,04
15650,115,11,4,1,24,281.179779052734,9.0,0,1,1.0,1.0,1.0,1,1,1.0,40102,1,6,1,1,93994.1953125,70206.7578125,6,3,15665.69921875,04
15650,115,11,5,2,21,281.179779052734,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40102,1,6,1,1,93994.1953125,70206.7578125,6,3,15665.69921875,04
15650,115,11,6,2,18,281.179779052734,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40102,1,6,1,1,93994.1953125,70206.7578125,6,3,15665.69921875,04
15650,145,11,1,1,48,281.179779052734,10.0,0,1,1.0,0.0,1.0,1,0,1.0,40102,1,6,1,1,18572.041015625,24532.88671875,3,3,6190.680338541667,04
15650,145,11,2,2,68,281.179779052734,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40102,1,6,1,1,18572.041015625,24532.88671875,3,3,6190.680338541667,04
15650,145,11,3,1,93,281.179779052734,5.0,1,0,1.0,0.0,1.0,1,0,0.0,40102,1,6,1,1,18572.041015625,24532.88671875,3,3,6190.680338541667,04
15651,25,11,1,2,69,933.036315917969,4.0,0,1,1.0,0.0,1.0,1,0,1.0,40112,1,6,0,1,26936.546875,21106.544921875,2,3,13468.2734375,04
15651,25,11,2,1,39,933.036315917969,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40112,1,6,0,1,26936.546875,21106.544921875,2,3,13468.2734375,04
15651,40,11,1,1,64,933.036315917969,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40112,1,6,0,1,32349.28125,30461.15234375,5,3,6469.85625,04
15651,40,11,2,2,61,933.036315917969,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40112,1,6,0,1,32349.28125,30461.15234375,5,3,6469.85625,04
15651,40,11,3,2,37,933.036315917969,8.0,0,0,1.0,0.0,1.0,1,1,1.0,40112,1,6,0,1,32349.28125,30461.15234375,5,3,6469.85625,04
15651,40,11,4,2,5,933.036315917969,2.0,0,0,,,,0,0,,40112,1,6,0,1,32349.28125,30461.15234375,5,3,6469.85625,04
15651,40,11,5,1,12,933.036315917969,4.0,0,0,,,,0,0,,40112,1,6,0,1,32349.28125,30461.15234375,5,3,6469.85625,04
15651,54,11,1,2,68,933.036315917969,4.0,0,0,1.0,1.0,1.0,0,0,0.0,40112,1,6,1,1,29591.1484375,22046.689453125,2,3,14795.57421875,04
15651,54,11,2,1,44,933.036315917969,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40112,1,6,1,1,29591.1484375,22046.689453125,2,3,14795.57421875,04
15651,86,11,1,2,61,933.036315917969,3.0,0,0,1.0,0.0,1.0,1,0,1.0,40112,1,6,0,1,11287.7197265625,11879.2431640625,1,3,11287.7197265625,04
15651,102,11,1,2,59,933.036315917969,4.0,0,0,1.0,1.0,1.0,0,0,0.0,40112,1,6,1,1,36191.53515625,40000.7578125,5,3,7238.30703125,04
15651,102,11,2,1,64,933.036315917969,6.0,0,0,1.0,0.0,1.0,1,0,1.0,40112,1,6,1,1,36191.53515625,40000.7578125,5,3,7238.30703125,04
15651,102,11,3,2,34,933.036315917969,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40112,1,6,1,1,36191.53515625,40000.7578125,5,3,7238.30703125,04
15651,102,11,4,2,7,933.036315917969,2.0,0,0,,,,0,0,,40112,1,6,1,1,36191.53515625,40000.7578125,5,3,7238.30703125,04
15651,102,11,5,2,87,933.036315917969,1.0,0,0,1.0,0.0,1.0,1,0,0.0,40112,1,6,1,1,36191.53515625,40000.7578125,5,3,7238.30703125,04
15651,115,11,1,1,70,933.036315917969,3.0,0,0,1.0,0.0,1.0,1,0,0.0,40112,1,6,1,1,14594.8798828125,27316.81640625,2,3,7297.43994140625,04
15651,115,11,2,2,70,933.036315917969,1.0,0,0,1.0,1.0,1.0,0,0,0.0,40112,1,6,1,1,14594.8798828125,27316.81640625,2,3,7297.43994140625,04
15652,22,11,1,1,57,279.302886962891,3.0,0,0,1.0,1.0,1.0,0,0,1.0,40107,1,6,1,1,23877.71875,20679.744140625,4,3,5969.4296875,04
15652,22,11,2,2,56,279.302886962891,3.0,1,0,1.0,1.0,1.0,0,0,1.0,40107,1,6,1,1,23877.71875,20679.744140625,4,3,5969.4296875,04
15652,22,11,3,2,29,279.302886962891,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40107,1,6,1,1,23877.71875,20679.744140625,4,3,5969.4296875,04
15652,22,11,4,2,83,279.302886962891,1.0,0,0,1.0,1.0,1.0,0,0,1.0,40107,1,6,1,1,23877.71875,20679.744140625,4,3,5969.4296875,04
15652,41,11,1,2,33,279.302886962891,3.0,0,1,1.0,0.0,1.0,1,0,1.0,40107,1,6,0,1,43855.3203125,44780.21484375,4,3,10963.830078125,04
15652,41,11,2,1,15,279.302886962891,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40107,1,6,0,1,43855.3203125,44780.21484375,4,3,10963.830078125,04
15652,41,11,3,2,12,279.302886962891,4.0,0,0,,,,0,0,,40107,1,6,0,1,43855.3203125,44780.21484375,4,3,10963.830078125,04
15652,41,11,4,1,6,279.302886962891,2.0,0,0,,,,0,0,,40107,1,6,0,1,43855.3203125,44780.21484375,4,3,10963.830078125,04
15652,58,11,1,1,59,279.302886962891,10.0,0,0,1.0,0.0,1.0,1,0,1.0,40107,1,6,1,1,34484.9375,31639.23828125,3,3,11494.979166666666,04
15652,58,11,2,2,26,279.302886962891,10.0,0,0,1.0,0.0,1.0,1,0,0.0,40107,1,6,1,1,34484.9375,31639.23828125,3,3,11494.979166666666,04
15652,58,11,3,1,19,279.302886962891,7.0,0,0,1.0,0.0,1.0,1,0,0.0,40107,1,6,1,1,34484.9375,31639.23828125,3,3,11494.979166666666,04
15652,76,11,1,2,50,279.302886962891,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40107,1,6,0,1,58762.2578125,49600.31640625,2,3,29381.12890625,04
15652,76,11,2,1,30,279.302886962891,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40107,1,6,0,1,58762.2578125,49600.31640625,2,3,29381.12890625,04
15652,111,11,1,2,58,279.302886962891,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40107,1,6,1,1,12854.0478515625,27707.064453125,4,3,3213.511962890625,04
15652,111,11,2,2,29,279.302886962891,7.0,0,1,1.0,0.0,1.0,1,0,0.0,40107,1,6,1,1,12854.0478515625,27707.064453125,4,3,3213.511962890625,04
15652,111,11,3,2,27,279.302886962891,6.0,0,0,1.0,0.0,1.0,1,0,0.0,40107,1,6,1,1,12854.0478515625,27707.064453125,4,3,3213.511962890625,04
15652,111,11,4,1,5,279.302886962891,2.0,0,0,,,,0,0,,40107,1,6,1,1,12854.0478515625,27707.064453125,4,3,3213.511962890625,04
15652,127,11,1,1,57,279.302886962891,10.0,1,0,1.0,1.0,1.0,1,1,1.0,40107,1,6,1,1,41201.10546875,28180.8515625,3,3,13733.701822916666,04
15652,127,11,2,2,54,279.302886962891,4.0,0,1,1.0,0.0,1.0,1,0,0.0,40107,1,6,1,1,41201.10546875,28180.8515625,3,3,13733.701822916666,04
15652,127,11,3,1,36,279.302886962891,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40107,1,6,1,1,41201.10546875,28180.8515625,3,3,13733.701822916666,04
15652,127,11,4,1,33,279.302886962891,,0,0,,,,0,0,,40107,1,6,1,1,41201.10546875,28180.8515625,3,3,13733.701822916666,04
15653,28,11,1,1,28,258.768676757813,7.0,0,1,1.0,0.0,1.0,1,0,1.0,40117,1,6,0,1,29463.69140625,20254.875,4,3,7365.9228515625,04
15653,28,11,2,2,21,258.768676757813,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40117,1,6,0,1,29463.69140625,20254.875,4,3,7365.9228515625,04
15653,28,11,3,1,2,258.768676757813,,0,0,,,,0,0,,40117,1,6,0,1,29463.69140625,20254.875,4,3,7365.9228515625,04
15653,28,11,4,1,65,258.768676757813,3.0,0,0,1.0,1.0,1.0,0,0,0.0,40117,1,6,0,1,29463.69140625,20254.875,4,3,7365.9228515625,04
15653,45,11,1,2,40,258.768676757813,6.0,1,1,1.0,0.0,1.0,1,0,1.0,40117,1,6,0,1,29201.03515625,34292.8671875,4,3,7300.2587890625,04
15653,45,11,2,2,22,258.768676757813,7.0,1,1,1.0,0.0,1.0,1,0,0.0,40117,1,6,0,1,29201.03515625,34292.8671875,4,3,7300.2587890625,04
15653,45,11,3,1,17,258.768676757813,6.0,0,0,0.0,0.0,0.0,0,0,1.0,40117,1,6,0,1,29201.03515625,34292.8671875,4,3,7300.2587890625,04
15653,45,11,4,2,14,258.768676757813,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40117,1,6,0,1,29201.03515625,34292.8671875,4,3,7300.2587890625,04
15653,63,11,1,2,56,258.768676757813,5.0,0,0,1.0,1.0,1.0,0,0,0.0,40117,1,6,1,1,33880.48046875,21051.115234375,4,3,8470.1201171875,04
15653,63,11,2,1,55,258.768676757813,7.0,1,0,1.0,0.0,1.0,1,0,1.0,40117,1,6,1,1,33880.48046875,21051.115234375,4,3,8470.1201171875,04
15653,63,11,3,2,23,258.768676757813,10.0,0,0,1.0,1.0,1.0,0,0,0.0,40117,1,6,1,1,33880.48046875,21051.115234375,4,3,8470.1201171875,04
15653,63,11,4,2,17,258.768676757813,6.0,0,0,0.0,0.0,0.0,0,0,0.0,40117,1,6,1,1,33880.48046875,21051.115234375,4,3,8470.1201171875,04
15653,81,11,1,2,52,258.768676757813,1.0,0,0,1.0,1.0,1.0,0,0,0.0,40117,1,6,1,1,81131.2265625,45250.52734375,4,3,20282.806640625,04
15653,81,11,2,1,53,258.768676757813,5.0,0,0,1.0,1.0,1.0,0,1,1.0,40117,1,6,1,1,81131.2265625,45250.52734375,4,3,20282.806640625,04
15653,81,11,3,1,29,258.768676757813,8.0,0,1,1.0,0.0,1.0,1,0,1.0,40117,1,6,1,1,81131.2265625,45250.52734375,4,3,20282.806640625,04
15653,81,11,4,2,23,258.768676757813,8.0,1,1,0.0,1.0,1.0,1,0,1.0,40117,1,6,1,1,81131.2265625,45250.52734375,4,3,20282.806640625,04
15653,98,11,1,2,50,258.768676757813,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40117,1,6,0,1,12266.5732421875,14233.2958984375,3,2,4088.8577473958335,04
15653,98,11,2,2,18,258.768676757813,6.0,0,1,1.0,0.0,1.0,1,0,0.0,40117,1,6,0,1,12266.5732421875,14233.2958984375,3,2,4088.8577473958335,04
15653,98,11,3,2,12,258.768676757813,4.0,0,0,,,,0,0,,40117,1,6,0,1,12266.5732421875,14233.2958984375,3,2,4088.8577473958335,04
15653,116,11,1,1,52,258.768676757813,5.0,0,0,1.0,1.0,1.0,0,0,0.0,40117,1,6,0,1,19918.11328125,17322.330078125,2,3,9959.056640625,04
15653,116,11,2,2,52,258.768676757813,5.0,1,0,1.0,1.0,1.0,0,0,1.0,40117,1,6,0,1,19918.11328125,17322.330078125,2,3,9959.056640625,04
15654,12,11,1,1,51,1211.23596191406,6.0,1,0,1.0,1.0,1.0,0,0,1.0,40103,1,6,1,1,37809.5078125,36998.11328125,3,3,12603.169270833334,04
15654,12,11,2,2,47,1211.23596191406,5.0,0,0,1.0,1.0,1.0,0,0,0.0,40103,1,6,1,1,37809.5078125,36998.11328125,3,3,12603.169270833334,04
15654,12,11,3,1,25,1211.23596191406,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,37809.5078125,36998.11328125,3,3,12603.169270833334,04
15654,64,11,1,1,44,1211.23596191406,8.0,1,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,49328.37890625,44230.73046875,6,3,8221.396484375,04
15654,64,11,2,2,44,1211.23596191406,8.0,1,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,49328.37890625,44230.73046875,6,3,8221.396484375,04
15654,64,11,3,1,20,1211.23596191406,6.0,0,1,1.0,0.0,1.0,1,1,1.0,40103,1,6,1,1,49328.37890625,44230.73046875,6,3,8221.396484375,04
15654,64,11,4,1,15,1211.23596191406,5.0,0,0,0.0,0.0,0.0,0,0,0.0,40103,1,6,1,1,49328.37890625,44230.73046875,6,3,8221.396484375,04
15654,64,11,5,2,8,1211.23596191406,3.0,0,0,,,,0,0,,40103,1,6,1,1,49328.37890625,44230.73046875,6,3,8221.396484375,04
15654,64,11,6,2,8,1211.23596191406,3.0,0,0,,,,0,0,,40103,1,6,1,1,49328.37890625,44230.73046875,6,3,8221.396484375,04
15654,83,12,1,1,55,1211.23596191406,3.0,0,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,362883.25,91931.28125,4,3,90720.8125,04
15654,83,12,2,2,49,1211.23596191406,3.0,0,0,1.0,1.0,1.0,0,0,0.0,40103,1,6,1,1,362883.25,91931.28125,4,3,90720.8125,04
15654,83,12,3,1,27,1211.23596191406,8.0,0,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,362883.25,91931.28125,4,3,90720.8125,04
15654,83,12,4,2,17,1211.23596191406,6.0,0,0,0.0,0.0,0.0,0,0,0.0,40103,1,6,1,1,362883.25,91931.28125,4,3,90720.8125,04
15654,83,22,1,1,29,1211.23596191406,6.0,0,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,46559.86328125,64698.57421875,3,3,15519.954427083334,04
15654,83,22,2,2,27,1211.23596191406,9.0,0,1,1.0,0.0,1.0,1,0,0.0,40103,1,6,1,1,46559.86328125,64698.57421875,3,3,15519.954427083334,04
15654,83,22,3,1,4,1211.23596191406,1.0,0,0,,,,0,0,,40103,1,6,1,1,46559.86328125,64698.57421875,3,3,15519.954427083334,04
15654,100,11,1,1,78,1211.23596191406,3.0,0,0,1.0,1.0,1.0,0,0,0.0,40103,1,6,0,1,19550.84765625,20062.599609375,3,3,6516.94921875,04
15654,100,11,2,2,79,1211.23596191406,4.0,0,0,1.0,1.0,1.0,0,0,0.0,40103,1,6,0,1,19550.84765625,20062.599609375,3,3,6516.94921875,04
15654,100,11,3,2,50,1211.23596191406,6.0,0,0,1.0,0.0,1.0,1,1,1.0,40103,1,6,0,1,19550.84765625,20062.599609375,3,3,6516.94921875,04
15654,118,11,1,1,58,1211.23596191406,6.0,0,0,1.0,1.0,1.0,0,0,1.0,40103,1,6,1,1,128585.4140625,64741.6796875,5,3,25717.0828125,04
15654,118,11,2,2,55,1211.23596191406,5.0,0,0,1.0,1.0,1.0,0,0,1.0,40103,1,6,1,1,128585.4140625,64741.6796875,5,3,25717.0828125,04
15654,118,11,3,1,21,1211.23596191406,9.0,0,1,1.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,128585.4140625,64741.6796875,5,3,25717.0828125,04
15654,118,11,4,2,35,1211.23596191406,10.0,1,1,0.0,0.0,1.0,1,0,1.0,40103,1,6,1,1,128585.4140625,64741.6796875,5,3,25717.0828125,04
15654,118,11,5,2,6,1211.23596191406,2.0,0,0,,,,0,0,,40103,1,6,1,1,128585.4140625,64741.6796875,5,3,25717.0828125,04
15655,1,11,1,1,37,258.768676757813,6.0,1,0,1.0,0.0,1.0,1,0,1.0,40112,1,6,0,1,17971.267578125,14675.9638671875,3,3,5990.422526041667,04
15655,1,11,2,2,34,258.768676757813,6.0,0,0,1.0,1.0,1.0,0,0,0.0,40112,1,6,0,1,17971.267578125,14675.9638671875,3,3,5990.422526041667,04
15655,1,11,3,1,9,258.768676757813,3.0,0,0,,,,0,0,,40112,1,6,0,1,17971.267578125,14675.9638671875,3,3,5990.422526041667,04
